gmtamesQSAR_ID,Strain,Endpoint,TrainValTest,SMILES
gmtamesQSAR_6067,TA100,Positive,Train,CC(=O)OCCCCCCCCONC(=O)c1ccccc1
gmtamesQSAR_6068,TA100,Negative,Train,O=[N+]([O-])c1ccccc1OS(=O)(=O)c1cccc2cccnc12
gmtamesQSAR_6071,TA100,Negative,Train,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
gmtamesQSAR_6072,TA100,Positive,Train,CC(=O)OCc1c2ccccc2c(C)c2c1ccc1ccccc12
gmtamesQSAR_6074,TA100,Negative,Train,ClCCOCCCl
gmtamesQSAR_6075,TA100,Negative,Train,COC(=O)c1ccc(C=O)cc1
gmtamesQSAR_6076,TA100,Positive,Train,O=[N+]([O-])c1ccc(C=NCCO)o1
gmtamesQSAR_6078,TA100,Negative,Train,Oc1ccc(O)n1-c1ccc(Cl)c(Cl)c1
gmtamesQSAR_6079,TA100,Positive,Train,Nc1nc(C=Cc2ccc([N+](=O)[O-])o2)cs1
gmtamesQSAR_6081,TA100,Negative,Train,CC(CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C
gmtamesQSAR_6082,TA100,Positive,Train,O=[N+]([O-])c1c2ccccc2cc2ccccc12
gmtamesQSAR_6083,TA100,Negative,Train,CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1
gmtamesQSAR_6084,TA100,Negative,Train,O=[N+]([O-])c1ccc2c(c1)oc1ccc([N+](=O)[O-])cc12
gmtamesQSAR_6086,TA100,Negative,Train,Nc1ccc(S([O])(=O)=O)cc1
gmtamesQSAR_6087,TA100,Negative,Train,O=C(O)c1cccc(C(=O)O)c1
gmtamesQSAR_6089,TA100,Positive,Train,CC(=O)c1oc([N+](=O)[O-])c(-c2ccccc2)c1-c1ccccc1
gmtamesQSAR_6090,TA100,Negative,Train,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1
gmtamesQSAR_6092,TA100,Negative,Train,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C=O)c2)C(C)(C)C)cc1
gmtamesQSAR_6094,TA100,Negative,Train,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
gmtamesQSAR_6095,TA100,Negative,Train,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
gmtamesQSAR_6096,TA100,Positive,Train,CCCCON(OC(C)=O)C(=O)c1ccc2ccccc2c1
gmtamesQSAR_6100,TA100,Positive,Train,CCCCOS(=O)(=O)c1ccccc1
gmtamesQSAR_6101,TA100,Negative,Train,CC(N)=S
gmtamesQSAR_6102,TA100,Negative,Train,c1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45
gmtamesQSAR_6103,TA100,Negative,Train,CCCCC(CC)CN
gmtamesQSAR_6104,TA100,Negative,Train,c1ccc2[nH]nnc2c1
gmtamesQSAR_6105,TA100,Positive,Train,CNc1ccc(N(CCO)CCO)cc1[N+](=O)[O-]
gmtamesQSAR_6107,TA100,Positive,Train,CC(=O)Nc1ccc(Oc2ccc(N(OC(C)=O)C(C)=O)cc2)cc1
gmtamesQSAR_6108,TA100,Negative,Train,CC(=O)C=CC1=C(C)CCCC1(C)C
gmtamesQSAR_6112,TA100,Positive,Train,CCCN(N=O)C(=N)N[N+](=O)[O-]
gmtamesQSAR_6113,TA100,Negative,Train,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)(=O)O
gmtamesQSAR_6114,TA100,Negative,Train,O=C(O)CC(Cl)C(=O)O
gmtamesQSAR_6118,TA100,Negative,Train,CC(Cl)Cl
gmtamesQSAR_6119,TA100,Negative,Train,Cc1cc(O)cc2oc(=O)c3c(O)cc(O)cc3c12
gmtamesQSAR_6120,TA100,Negative,Train,Oc1ccc(Cl)c(Cl)c1Cl
gmtamesQSAR_6121,TA100,Negative,Train,COC(=O)c1ccc(O)cc1
gmtamesQSAR_6122,TA100,Negative,Train,Cn1c(CC(=O)OCCCl)c(C(=O)O)c2ccccc21
gmtamesQSAR_6123,TA100,Positive,Train,O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2
gmtamesQSAR_6124,TA100,Negative,Train,O=C(O)c1cc(N=Nc2ccc([N+](=O)[O-])cc2)ccc1O
gmtamesQSAR_6125,TA100,Negative,Train,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12
gmtamesQSAR_6127,TA100,Negative,Train,O=[N+]([O-])c1cccc(CO)c1
gmtamesQSAR_6128,TA100,Negative,Train,NC(=O)CCC(=O)Nc1ccc(Cl)c(Cl)c1Cl
gmtamesQSAR_6129,TA100,Negative,Train,CC(C)(Cl)Cl
gmtamesQSAR_6130,TA100,Negative,Train,NC(=O)c1ccccc1O
gmtamesQSAR_6133,TA100,Negative,Train,COc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl
gmtamesQSAR_6136,TA100,Positive,Train,O=[N+]([O-])c1ccc(OCC2CO2)cc1
gmtamesQSAR_6137,TA100,Negative,Train,CC(Br)CBr
gmtamesQSAR_6138,TA100,Negative,Train,CC(C)(C)c1cc(C=Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
gmtamesQSAR_6144,TA100,Negative,Train,CCCCCCCCCCCCCCCCCC(N)=O
gmtamesQSAR_6145,TA100,Negative,Train,CC=Cc1ccc(O)c(OC)c1
gmtamesQSAR_6147,TA100,Negative,Train,COP(C)(=O)OC
gmtamesQSAR_6148,TA100,Negative,Train,FC(F)C(F)(F)F
gmtamesQSAR_6149,TA100,Negative,Train,COc1cc(N)cc(OC)c1N
gmtamesQSAR_6150,TA100,Negative,Train,c1ccc2c(c1)sc1ccccc12
gmtamesQSAR_6153,TA100,Positive,Train,O=C(c1ccccc1)C1OC1c1ccccc1
gmtamesQSAR_6156,TA100,Negative,Train,Nc1ccn([C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(=O)n1
gmtamesQSAR_6157,TA100,Negative,Train,CC(C)(C)c1ccc(O)c(O)c1
gmtamesQSAR_6162,TA100,Positive,Train,O=[N+]([O-])c1ccc(C=NO)o1
gmtamesQSAR_6166,TA100,Negative,Train,COC(N)=O
gmtamesQSAR_6167,TA100,Negative,Train,CC(C)OC(=O)COc1ccc(Cl)cc1Cl
gmtamesQSAR_6169,TA100,Negative,Train,C=C(C)c1ccc(O)cc1
gmtamesQSAR_6172,TA100,Negative,Train,Cc1cccc(N=Nc2c(O)ccc3ccccc23)c1C
gmtamesQSAR_6173,TA100,Negative,Train,CCS(=O)(=O)C(C)CC(CC(=O)O)CC(=O)O
gmtamesQSAR_6174,TA100,Negative,Train,CN(C)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1
gmtamesQSAR_6176,TA100,Negative,Train,CCN(CC)CCO
gmtamesQSAR_6179,TA100,Negative,Train,OCCOCCO
gmtamesQSAR_6182,TA100,Positive,Train,O=C1NC(=O)C(Cl)C1=C(Cl)Cl
gmtamesQSAR_6185,TA100,Negative,Train,O=C(O)CCc1ccccc1
gmtamesQSAR_6186,TA100,Negative,Train,Nc1cccc([N+](=O)[O-])c1CO
gmtamesQSAR_6189,TA100,Positive,Train,CC1CO1
gmtamesQSAR_6190,TA100,Negative,Train,CCOC(=O)C1C(C=C(C)C)C1(C)C
gmtamesQSAR_6192,TA100,Negative,Train,CC12CCC(C1)C(C)(C)C2=O
gmtamesQSAR_6194,TA100,Negative,Train,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
gmtamesQSAR_6195,TA100,Negative,Train,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(CC)CCCC
gmtamesQSAR_6197,TA100,Negative,Train,Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C=CC2=O
gmtamesQSAR_6199,TA100,Negative,Train,CCOP(=S)(OCC)OP(=S)(OCC)OCC
gmtamesQSAR_6200,TA100,Negative,Train,CS(=O)(=O)c1ccc(C(=O)O)c([N+](=O)[O-])c1
gmtamesQSAR_6201,TA100,Negative,Train,Cc1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1
gmtamesQSAR_6202,TA100,Negative,Train,O=C1C=CC(=O)c2c1c(O)c1c(NCCNCCO)ccc(NCCNCCO)c1c2O
gmtamesQSAR_6203,TA100,Negative,Train,COc1ccc(N)cc1
gmtamesQSAR_6204,TA100,Negative,Train,Cc1ccccc1N=Nc1ccc(N(C)C)cc1
gmtamesQSAR_6205,TA100,Positive,Train,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
gmtamesQSAR_6206,TA100,Negative,Train,C=C(C)C1CC=C(C)C(O)C1
gmtamesQSAR_6207,TA100,Negative,Train,C=C(CN(C)C)C(=O)c1ccccc1
gmtamesQSAR_6213,TA100,Negative,Train,C=CC(=O)OCC
gmtamesQSAR_6214,TA100,Negative,Train,CC(C)(C)NSc1nc2ccccc2s1
gmtamesQSAR_6215,TA100,Negative,Train,O=C(/C=C/c1ccccc1)c1ccc(O)cc1
gmtamesQSAR_6217,TA100,Positive,Train,Cc1c2ccccc2c(CBr)c2c1ccc1ccccc12
gmtamesQSAR_6218,TA100,Negative,Train,CNC(C)C(O)c1ccccc1
gmtamesQSAR_6219,TA100,Negative,Train,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
gmtamesQSAR_6221,TA100,Negative,Train,Nc1ccc(Oc2ccc(N)c(Cl)c2)cc1Cl
gmtamesQSAR_6226,TA100,Positive,Train,CCN(CCCl)CCCNc1c2ccc(Cl)cc2nc2ccc(OC)nc12
gmtamesQSAR_6227,TA100,Negative,Train,[O]S(=O)(=O)CNc1ccc(N=Nc2cccnc2)cc1
gmtamesQSAR_6228,TA100,Positive,Train,ON=C(O)c1ccccc1
gmtamesQSAR_6232,TA100,Negative,Train,CC(OC(=O)Nc1ccccc1)C(=O)NC(=O)O
gmtamesQSAR_6233,TA100,Positive,Train,ClCc1cccc2c1-c1cccc3cccc-2c13
gmtamesQSAR_6234,TA100,Positive,Train,O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12
gmtamesQSAR_6235,TA100,Negative,Train,Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1C
gmtamesQSAR_6236,TA100,Positive,Train,O=C(Cl)Cc1ccccc1
gmtamesQSAR_6237,TA100,Negative,Train,CCCCCCOCCOCCO
gmtamesQSAR_6238,TA100,Negative,Train,Clc1ccc(Cl)c(Cl)c1
gmtamesQSAR_6239,TA100,Negative,Train,Cc1ccccc1N=Nc1c(O)ccc2ccccc12
gmtamesQSAR_6240,TA100,Positive,Train,CC1=C(Cl)C(=O)OC1O
gmtamesQSAR_6242,TA100,Positive,Train,Cc1cn2c([N+](=O)[O-])c(-c3ccc([N+](=O)[O-])cc3)nc2s1
gmtamesQSAR_6243,TA100,Negative,Train,Cc1cc(S(=O)(=O)O)c(N)cc1Cl
gmtamesQSAR_6244,TA100,Negative,Train,Cc1ccc2ccccc2c1[N+](=O)[O-]
gmtamesQSAR_6245,TA100,Positive,Train,ClCc1cc2cc3ccccc3c3ccc4cccc1c4c23
gmtamesQSAR_6246,TA100,Negative,Train,CCCCC1CO1
gmtamesQSAR_6247,TA100,Negative,Train,O=C(O)C(O)c1cccc(Oc2ccccc2)c1
gmtamesQSAR_6248,TA100,Negative,Train,CCOC(=O)CNC(=O)CBr
gmtamesQSAR_6249,TA100,Negative,Train,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O
gmtamesQSAR_6251,TA100,Positive,Train,OCn1c2ccccc2c2ccccc21
gmtamesQSAR_6253,TA100,Negative,Train,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
gmtamesQSAR_6254,TA100,Positive,Train,COc1ccccc1CC1CO1
gmtamesQSAR_6255,TA100,Positive,Train,[O]S(=O)(=O)OCc1c2ccccc2c2ccc3cccc4ccc1c2c43
gmtamesQSAR_6256,TA100,Negative,Train,Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1S(=O)(=O)O
gmtamesQSAR_6259,TA100,Negative,Train,OCc1ccc(Cl)cc1
gmtamesQSAR_6261,TA100,Negative,Train,CCOc1ccc(N=[N+]([O-])c2ccc(OCC)cc2)cc1
gmtamesQSAR_6262,TA100,Negative,Train,CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1
gmtamesQSAR_6264,TA100,Negative,Train,O=[N+]([O-])c1ccc2ccc3cccc4c5ccccc5c1c2c34
gmtamesQSAR_6265,TA100,Positive,Train,CNC(=O)ON
gmtamesQSAR_6270,TA100,Negative,Train,CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2
gmtamesQSAR_6271,TA100,Positive,Train,Cc1cc(-c2ccccc2)ccc1[N+](=O)[O-]
gmtamesQSAR_6274,TA100,Negative,Train,CCCCCCCCCCCC(=O)OCC(C)OC(=O)CCCCC(=O)O
gmtamesQSAR_6277,TA100,Negative,Train,OCc1ccc(F)cc1
gmtamesQSAR_6279,TA100,Negative,Train,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O
gmtamesQSAR_6281,TA100,Negative,Train,CC(c1ccccc1)N(C)C
gmtamesQSAR_6282,TA100,Negative,Train,ClCC(Cl)Cl
gmtamesQSAR_6286,TA100,Positive,Train,O=[N+]([O-])c1cccc2c1c([N+](=O)[O-])cc1cccc([N+](=O)[O-])c12
gmtamesQSAR_6288,TA100,Positive,Train,Cc1ccc(C)c(NO)c1
gmtamesQSAR_6289,TA100,Negative,Train,COc1ccc(C(=O)Nc2ccccc2)cc1N=Nc1c(O)c(C(=O)Nc2cc(Cl)ccc2OC)cc2ccccc12
gmtamesQSAR_6290,TA100,Negative,Train,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O
gmtamesQSAR_6291,TA100,Negative,Train,N#Cc1ccc(CCl)cc1
gmtamesQSAR_6293,TA100,Positive,Train,ClCCNCCCNc1c2ccccc2nc2c1ccc1cccnc12
gmtamesQSAR_6295,TA100,Positive,Train,O=C(O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1
gmtamesQSAR_6297,TA100,Negative,Train,CC(C)c1ccccc1OP(=O)(Oc1ccccc1C(C)C)Oc1ccccc1C(C)C
gmtamesQSAR_6298,TA100,Positive,Train,Nc1ccc(NCCO)c([N+](=O)[O-])c1
gmtamesQSAR_6300,TA100,Positive,Train,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3OS(=O)(=O)O
gmtamesQSAR_6301,TA100,Negative,Train,Nc1cc(Cl)cc(S(=O)(=O)O)c1O
gmtamesQSAR_6305,TA100,Negative,Train,O=C(O)COc1ccccc1
gmtamesQSAR_6308,TA100,Negative,Train,Brc1cccc(-c2ccccc2)c1
gmtamesQSAR_6313,TA100,Negative,Train,CCCCC(CC)COCC1CO1
gmtamesQSAR_6317,TA100,Positive,Train,O=[N+]([O-])c1cccc2cnsc12
gmtamesQSAR_6318,TA100,Positive,Train,COc1ccc(N2CCN(c3ccc([N+](=O)[O-])c4no[n+]([O-])c34)CC2)cc1
gmtamesQSAR_6320,TA100,Negative,Train,COc1ccc2c3c([nH]c2c1)C(C)=NCC3
gmtamesQSAR_6324,TA100,Negative,Train,Cc1c(N)ccc(N=Nc2ccccc2)c1N
gmtamesQSAR_6325,TA100,Negative,Train,c1ccc2nc3ccccc3cc2c1
gmtamesQSAR_6326,TA100,Negative,Train,Nc1ccc2ncsc2c1
gmtamesQSAR_6327,TA100,Negative,Train,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)(=O)C(F)(F)F
gmtamesQSAR_6332,TA100,Negative,Train,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1
gmtamesQSAR_6333,TA100,Negative,Train,NCCS
gmtamesQSAR_6334,TA100,Negative,Train,ClCCCl
gmtamesQSAR_6337,TA100,Negative,Train,Cc1ccc(N)c(N)c1
gmtamesQSAR_6338,TA100,Negative,Train,CC(Br)C(=O)Nc1ccccc1
gmtamesQSAR_6339,TA100,Negative,Train,O=c1oc2cccc3ccc4cccc1c4c32
gmtamesQSAR_6343,TA100,Negative,Train,CSC(C)(C)C(=O)NC(CS)C(=O)O
gmtamesQSAR_6345,TA100,Positive,Train,O=C(O)C(Cl)Cl
gmtamesQSAR_6346,TA100,Negative,Train,CCN(CC)C(=S)SSC(=S)N(CC)CC
gmtamesQSAR_6347,TA100,Negative,Train,[O]C(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O])ccc12
gmtamesQSAR_6348,TA100,Negative,Train,C=C1C/C(=C\C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@@]1(O)CO)[C@H]23
gmtamesQSAR_6349,TA100,Negative,Train,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1
gmtamesQSAR_6351,TA100,Negative,Train,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
gmtamesQSAR_6352,TA100,Negative,Train,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1
gmtamesQSAR_6354,TA100,Positive,Train,CCOO
gmtamesQSAR_6355,TA100,Negative,Train,CCOCC(=O)O
gmtamesQSAR_6356,TA100,Negative,Train,CCCCCCCCCCCCCCCCCC([O])=O
gmtamesQSAR_6359,TA100,Negative,Train,C=CCO
gmtamesQSAR_6360,TA100,Negative,Train,Cc1ccc(Cl)cc1
gmtamesQSAR_6363,TA100,Negative,Train,COC(=O)c1ccc(C(=O)OC)cc1
gmtamesQSAR_6369,TA100,Negative,Train,C=CCc1ccc2c(c1)OCO2
gmtamesQSAR_6370,TA100,Negative,Train,NCCc1c[nH]c2ccccc12
gmtamesQSAR_6371,TA100,Positive,Train,O=Nc1ccc(NNc2ccccc2)cc1
gmtamesQSAR_6372,TA100,Negative,Train,CC(=O)OCc1ccc2c(c1)OCO2
gmtamesQSAR_6373,TA100,Negative,Train,CC=CC=CC=O
gmtamesQSAR_6375,TA100,Negative,Train,O=C(O)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl
gmtamesQSAR_6377,TA100,Negative,Train,OCCO
gmtamesQSAR_6378,TA100,Negative,Train,Cc1ccc(CCl)cc1
gmtamesQSAR_6379,TA100,Negative,Train,Nc1ccccc1
gmtamesQSAR_6380,TA100,Negative,Train,Oc1ccc(O)c(O)c1
gmtamesQSAR_6381,TA100,Negative,Train,N#CC(C#N)=C(C#N)C#N
gmtamesQSAR_6382,TA100,Negative,Train,CCN(CC)c1ccc2c(C)cc(=O)oc2c1
gmtamesQSAR_6383,TA100,Positive,Train,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccc(S(=O)(=O)O)cc2c1O
gmtamesQSAR_6385,TA100,Negative,Train,Cc1c2ccccc2c(C)c2ccccc12
gmtamesQSAR_6386,TA100,Negative,Train,CCCCOC(=O)c1ccccc1C(=O)OCCCC
gmtamesQSAR_6388,TA100,Positive,Train,O=C1OC(=C(Cl)Cl)C(Cl)=C1Cl
gmtamesQSAR_6390,TA100,Negative,Train,Oc1cc2ccccc2c2ccc3ccccc3c12
gmtamesQSAR_6391,TA100,Negative,Train,CCOc1cccc(N)c1
gmtamesQSAR_6394,TA100,Negative,Train,CNC(=O)/C(=N/OC)c1ccccc1CO
gmtamesQSAR_6397,TA100,Negative,Train,O=Cc1cccc([N+](=O)[O-])c1
gmtamesQSAR_6398,TA100,Negative,Train,Nc1cc(Cl)ccc1Cl
gmtamesQSAR_6399,TA100,Positive,Train,CC(C)(O)CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)OC1OC=CC41
gmtamesQSAR_6401,TA100,Negative,Train,C[S+]([O-])CCC(=O)N1C(C(=O)O)CS[C@@H]1c1ccccc1O
gmtamesQSAR_6402,TA100,Positive,Train,CN(N=O)C(N)=O
gmtamesQSAR_6403,TA100,Negative,Train,CN(C)CCN(C)C
gmtamesQSAR_6412,TA100,Negative,Train,COc1cc(N=Nc2ccc(N(CCO)CCO)cc2)ccc1N=Nc1c(S(=O)(=O)O)cc2ccc(N)cc2c1O
gmtamesQSAR_6415,TA100,Negative,Train,OCc1ccc(C(F)(F)F)cc1
gmtamesQSAR_6417,TA100,Negative,Train,Oc1cccc(Cl)c1Cl
gmtamesQSAR_6422,TA100,Negative,Train,CC(CO)(CO)CO
gmtamesQSAR_6423,TA100,Negative,Train,CC(C)=CCC/C(C)=C/CO
gmtamesQSAR_6425,TA100,Negative,Train,O=[N+]([O-])c1c2c3c(ccc4cccc(c43)CC2)c2ccccc12
gmtamesQSAR_6426,TA100,Negative,Train,O=C1C=Cc2c(ccc3cc4ccccc4cc23)C1=O
gmtamesQSAR_6427,TA100,Positive,Train,Cc1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1
gmtamesQSAR_6429,TA100,Negative,Train,COP(=S)(OC)SC(CC(=O)O)C(=O)O
gmtamesQSAR_6431,TA100,Negative,Train,C=C(C)C(=O)OCCO
gmtamesQSAR_6432,TA100,Positive,Train,CCc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1
gmtamesQSAR_6434,TA100,Negative,Train,CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(=O)O
gmtamesQSAR_6437,TA100,Negative,Train,Cc1cc(N(CCO)CCO)ccc1N=Nc1ccc(N)cc1
gmtamesQSAR_6443,TA100,Negative,Train,C=CCCCCCCCCCCCC
gmtamesQSAR_6444,TA100,Negative,Train,CC(=O)Nc1ccc(Oc2ccc(Cl)cc2Cl)cc1
gmtamesQSAR_6445,TA100,Negative,Train,CCCCCCCCCCCCOS([O])(=O)=O
gmtamesQSAR_6446,TA100,Negative,Train,O=[N+]([O-])c1cc(Cl)cc(Sc2cc(Cl)cc([N+](=O)[O-])c2O)c1O
gmtamesQSAR_6449,TA100,Negative,Train,Cc1ccc(C=Cc2ccc(N)cc2)cc1
gmtamesQSAR_6450,TA100,Negative,Train,CC(CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
gmtamesQSAR_6451,TA100,Negative,Train,C[N+]1(C)CCCCC1
gmtamesQSAR_6458,TA100,Negative,Train,CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1
gmtamesQSAR_6459,TA100,Negative,Train,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12
gmtamesQSAR_6460,TA100,Positive,Train,O=NN(c1ccc([N+](=O)[O-])cc1)C1OC[C@@H](O)[C@H](O)[C@@H]1O
gmtamesQSAR_6462,TA100,Positive,Train,Nc1cccc([N+](=O)[O-])c1N
gmtamesQSAR_6463,TA100,Negative,Train,CC1(C)[C@@H]2CC[C@]1(C)[C@@H](O)C2
gmtamesQSAR_6464,TA100,Negative,Train,CC(C)(C)C1CCC2(CC1)CO2
gmtamesQSAR_6465,TA100,Positive,Train,O=[N+]([O-])c1cccc(S(=O)(=O)OC[C@@H]2CO2)c1
gmtamesQSAR_6467,TA100,Positive,Train,O=C(Cl)C(Cl)c1ccccc1
gmtamesQSAR_6468,TA100,Negative,Train,CC(C)c1c(N)ccc2ccccc12
gmtamesQSAR_6470,TA100,Positive,Train,CCC(C)Br
gmtamesQSAR_6471,TA100,Negative,Train,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F
gmtamesQSAR_6472,TA100,Negative,Train,CN1CCCC1=O
gmtamesQSAR_6473,TA100,Negative,Train,CC(Br)(CCl)CBr
gmtamesQSAR_6474,TA100,Negative,Train,COc1cc(-c2ccc(N=Nc3cc(S([O])(=O)=O)c4ccccc4c3O)c(OC)c2)ccc1N=Nc1cc(S([O])(=O)=O)c2ccccc2c1O
gmtamesQSAR_6478,TA100,Positive,Train,CN(C)Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1
gmtamesQSAR_6481,TA100,Negative,Train,O=[N+]([O-])c1ccc(CCO)cc1
gmtamesQSAR_6483,TA100,Negative,Train,COP(=S)(OC)Oc1ccc(N)c(C)c1
gmtamesQSAR_6486,TA100,Negative,Train,Nc1cc(Cl)c([N+](=O)[O-])cc1O
gmtamesQSAR_6488,TA100,Negative,Train,CSC(=O)C(C)OC(C)=O
gmtamesQSAR_6489,TA100,Negative,Train,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
gmtamesQSAR_6491,TA100,Negative,Train,CSc1ccc(Cl)cc1
gmtamesQSAR_6492,TA100,Negative,Train,COc1cc(Cl)c(OC)cc1Cl
gmtamesQSAR_6495,TA100,Negative,Train,COC(=O)c1ccc(C)cc1
gmtamesQSAR_6497,TA100,Negative,Train,Oc1ccc(O)n1-c1ccc(Cl)c(Cl)c1Cl
gmtamesQSAR_6499,TA100,Negative,Train,CCCCCc1cc(O)cc(O)c1
gmtamesQSAR_6500,TA100,Positive,Train,O=[N+]([O-])c1cccc2c(Cl)nsc12
gmtamesQSAR_6501,TA100,Negative,Train,CC(CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
gmtamesQSAR_6502,TA100,Positive,Train,O=NN(c1ccc([N+](=O)[O-])cc1)C1OC[C@H](O)[C@H](O)[C@H]1O
gmtamesQSAR_6505,TA100,Negative,Train,COc1cc(=O)[nH]c(=O)[nH]1
gmtamesQSAR_6507,TA100,Positive,Train,CC(C)(C)OC(=O)/N=N/C=C1/C=[N+]([O-])c2ccccc2N1O
gmtamesQSAR_6508,TA100,Negative,Train,CCCCCCCCCCCCCCCCC1CO1
gmtamesQSAR_6509,TA100,Negative,Train,CC(=O)N(O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1
gmtamesQSAR_6510,TA100,Negative,Train,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1
gmtamesQSAR_6511,TA100,Negative,Train,[O]c1ccc2c(c1Br)Oc1c(ccc([O])c1Br)C21OC(=O)c2ccccc21
gmtamesQSAR_6513,TA100,Negative,Train,Cc1ccc2c(c1O)C(=O)c1ccccc1C2=O
gmtamesQSAR_6518,TA100,Negative,Train,CCCCCCCCCCCCCCCCCCCCCC(=O)O
gmtamesQSAR_6522,TA100,Negative,Train,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O
gmtamesQSAR_6524,TA100,Negative,Train,CC(=O)OC1(C(C)=O)CCC2C3CC(C)=C4CC(=O)CCC4(C)C3CCC21C
gmtamesQSAR_6525,TA100,Positive,Train,O=c1c2[nH]c3ccccc3c2nnn1/N=C/c1ccc([N+](=O)[O-])cc1
gmtamesQSAR_6526,TA100,Negative,Train,Cc1cc(S([O])(=O)=O)c2c(C)ccc(C(C)C)cc1-2
gmtamesQSAR_6527,TA100,Negative,Train,C=CCOC(=O)c1ccccc1C(=O)OCC=C
gmtamesQSAR_6528,TA100,Negative,Train,NCCNCCN
gmtamesQSAR_6529,TA100,Negative,Train,CC(C)c1ccccc1O
gmtamesQSAR_6533,TA100,Positive,Train,C=CC(OC(C)=O)c1ccc(OC)cc1
